id,content_type,content,version,is_active
100180,instruction,"Do you prefer to work in teams, pairs, or alone?",1,True
100181,instruction,What types of people do you want to work for?,1,True
100182,instruction,Who in this world do you want to serve with your work?,1,True
100183,heading,Compensation,1,True
100184,instruction,How much money do you want to make?,1,True
100185,instruction,How much money do you need to make?,1,True
100186,instruction,What are your needs?,1,True
100187,instruction,How much do you plan to save?,1,True
100188,instruction,What bonuses and extras are you seeking from your work?,1,True
100189,instruction,"Record how much you have made at each of your positions, including any changes in pay at any one position.",1,True
100190,instruction,Write a complete budget.,1,True
100191,instruction,Be diligent about your budget and live within your means. Avoid accumulating unnecessary debt. It is easy to spend money; it is difficult to save money. Wealth is built by saving and investing wisely.,1,True
100192,instruction,What benefits do you need?,1,True
100193,instruction,"Describe the benefits and drawbacks of each, for you. (assume bi-weekly or monthly paydays)",1,True
100194,instruction,"– Salary (aggregate pay per year or month, regardless of hours worked)",1,True
100195,instruction,– Hourly (pay for time worked),1,True
100196,instruction,"– Contracting (pay agreed upon per project, typical for freelancers)",1,True
100197,instruction,– Commission (% of sale per sale),1,True
100198,instruction,"– Combination of above, or Other (specify)",1,True
100199,heading,"Module 3 – Priorities, Ecstasy & Flow",1,True
100200,instruction,Prioritize,1,True
100201,instruction,"Before we move on, you need to prioritize your work factors from Modules 1 & 2.",1,True
100202,instruction,"When considering employment, what is most important to you?",1,True
100203,instruction,"Compensation – how much money you earn, benefits, and bonus structure",1,True
100204,instruction,Environment – where in the world you live and the make-up of your office,1,True
100205,instruction,Skills – being able to use the skills you have or learn new skills,1,True
100206,instruction,Knowledges – being able to excel in your field of interest or expertise,1,True
100207,instruction,People – getting along with the people you work with and for,1,True
100208,instruction,"If you feel the need to be more specific, do so here.",1,True
100209,instruction,Flow,1,True
100210,instruction,You have documented all of your work factors and have thought about what is most important to you.,1,True
100211,instruction,"Now, I want you to recall the time when you were the most present. For this step, you will reflect upon your past experiences to get a sense of how they affected you and your fundamental motivation. I am talking about the sensation of flow.",1,True
100212,instruction,"Human beings are hardwired to experience flow. During states of flow, people are upwards of 500% more effective or productive doing their work.⁵ In short, the body achieves this by turning off the prefrontal cortex, effectively allowing the brain to remove criticism and doubt, exist deeply in the present moment, make more lateral connections between new and old information, and innovate upon those newly created ideas seamlessly. The state is often described by the feeling of brilliant information flowing out of the subject, connecting one moment seamlessly to the next.",1,True
100213,instruction,"Everyone experiences flow from time to time, the most brilliant among us learn to use it to their advantage. You can increase your chances of flow by practicing mindful paced breathing. There are several books and entire businesses built around that fact, so I will spare you the details for now. Practice breathing evenly (""hoooooooooooo"", not ""ho ho ho ho ho ho ho"") and in rhythm (try in for 5, out for 5). You may have been taught to breathe from your gut, but I want you to breathe from the core of your chest, more specifically your heart. There is a concept called entrainment. Entrainment is the phenomena of rhythmic alignment; it occurs across physics, biology and social interactions. Training your nervous system to breathe from your core, you can entrain your physiology on your heart. Dive into this rabbit hole if it piques your interest, but the basic concept is that by eliminating chaos, you benefit from the calm power of harmony at a physiological level. Steady breath will help your heart beat more regularly, which will entrain the rest of your body to the same rhythm. When your body is all in rhythm, it resonates, creating a whole that is more than the sum of its parts. Practice breathing to increase your vitality and the amount of time you are in flow.",1,True
100214,instruction,"There is a great deal of research about the idea of ""flow"".⁵ Every expertise has its own word to describe the state, most people recognize ""in the zone"". Flow is often achieved when someone is pushed to their extreme limits after preparation. These are times when all of our skills and expertise are called upon, we shut out everything except the task at hand, and we execute on a very high level. Symptoms of flow include time distortion, being oblivious to anything other than the task, euphoria, extreme productivity, creative ease, and a sense of singular focus. If you have ever amazed yourself with what you could do or you accomplished something that did not seem possible at the start, you were probably experiencing Flow.",1,True
100215,instruction,"Flow is similar to a sense of ecstasy, but ecstasy is more closely related to play than work. Ecstasy describes also being singular in mind and focus, being exactly where and when you are, but it refers to elation and bliss rather than accomplishment and execution. Some professionals differentiate between what we get joy from, and the work that we do. The best way to live life is to align the two, just like our life values and our work values. Ecstasy is pure happiness, pure energy. Flow is the essence of the creative state. Physiologically, the two are more or less the same; these extreme mental states are characterized by a flood of powerful neurotransmitters.",1,True
100216,instruction,Separate flow into focus and energy for the purpose of picking your brain during this activity.,1,True
100217,instruction,Think of focus as being the scale between boring and captivating.,1,True
100218,instruction,Think of energy as being the scale between draining and energizing.,1,True
100219,instruction,"When you are fully engaged and completely energized by a task, you are experiencing flow.",1,True
100220,instruction,"Example: Stacy is a journalist who reported a huge corruption case a few years back. While doing the background research was a bit draining, she remembers being extremely focused. Then, there was one day when the whole story came together and she knew it was big. Once she had done her research she spread out all her findings one night to try to crack the case. She can't quite say how she connected the dots, the memory is a bit blurry, but everything lined up for her as if she already knew all the answers; that was flow.",1,True
100221,heading,Memorable Past,1,True
100222,instruction,"Recall all the significant events you have recorded in the first two modules of this program. For each event, assign two scores: one for focus and one for energy.",1,True
100223,instruction,"The most significant events, when you experienced flow, deserve more attention. Mark those events with the word ""Flow"".",1,True
100224,instruction,"Energy: draining (-2, -1, 0, 1, 2,) energizing",1,True
100225,instruction,"Focus: boring (v, w, x, y, z,) captivating",1,True
100226,instruction,"Example: For Stacy, researching her case was a (-1, z) while the night of creative problem solving was (2,z) and induced flow.",1,True
100227,instruction,Record your top 5-10 most focused activities.,1,True
100228,instruction,Record your top 5-10 most energizing activities.,1,True
100229,instruction,"Is there any activity, task, or skill which you find both highly energizing and highly captivating?",1,True
100230,heading,Recent Past,1,True
100231,instruction,"Recall the past 3-10 days. (the more you do, the stronger the tool will be)",1,True
100232,instruction,Record every significant activity of each day.,1,True
100233,instruction,Write a short description of each activity on the lines provided.,1,True
100234,instruction,Shade the boxes according to the energy and focus of the activity.,1,True
100235,instruction,Are there any activities which you find both highly energizing and highly captivating?,1,True
100236,heading,Present,1,True
100237,instruction,Repeat this process at the end of each day. Continue until Part 3.,1,True
100238,instruction,Record every significant activity of the day.,1,True
100239,instruction,Write a short description of each activity on the lines provided.,1,True
100240,instruction,Shade the boxes according to the energy and captivation of the activity.,1,True
100241,instruction,Are there any activities which you find both highly energizing and highly captivating?,1,True
100242,heading,Module 4 – Love,1,True
100243,instruction,The focus of this module is love. I think all people have a sense of what love is. You might be more comfortable considering the things and people you care about.,1,True
100244,instruction,"Love can be a tricky topic to talk about. Love manifests differently in each person's life. You might have intensely positive, intensely negative, or completely neutral experiences in each of the categories below. The purpose of this activity is not to dictate right from wrong, but to reflect and understand.",1,True
100245,instruction,"Many programs focus on the idea of passion. Passion is simply one of the many paths into flow. Passion can be elusive; about 1:4 people know their passion. For our purposes, we will focus on what we love and care about as a window into what might bring us the most fulfillment in the future.",1,True
100246,instruction,"There are no wrong answers here, these questions are for you and you only. While you will be asked questions that relate to this topic, we encrypt this data for you so that you are the only one with access to anything you write here; share what you are comfortable sharing.",1,True
100247,instruction,"Answer every question. The process works, if you work it. This section is no less important than any other section. In fact, this might be one of the most important modules in the program. Seriously reflect on each of these, and record vivid details. Consider telling your stories using the acronym SOARED (wink wink) so that you don't miss any important details.",1,True
100248,instruction,"Don't leave anything out. Some parts of your life might seem obvious or redundant, record them anyways. You cannot possibly be over prepared. Do the work.",1,True
100249,heading,Family,1,True
100250,instruction,What stories from your childhood have helped shape who you are today?,1,True
100251,instruction,What family relationships have had particularly significant impacts upon your beliefs?,1,True
100252,instruction,Do you have any elderly family members you care for or support? How does this shape your needs?,1,True
100253,instruction,Do you have any children you care for or support? How does this shape your needs?,1,True
100254,instruction,"Do you have any family members or stories which inspire you? If so, give details.",1,True
100255,instruction,What are the most significant lessons your family has taught you?,1,True
100256,heading,Community,1,True
100257,instruction,"What group, or groups, do you identify with?",1,True
100258,instruction,"Are you involved in any organizations, religious groups, neighborhood associations, group of friends, gaming club, or other regularly organized social events?",1,True
100259,instruction,Why are you involved in those groups?,1,True
100260,instruction,Do you have any personal goals concerning your community?,1,True
100261,instruction,Is there anything that might cause you to leave your community?,1,True
100262,heading,World,1,True
100263,instruction,Are there any worldly issues that are important to you? What are they?,1,True
100264,instruction,What are some lessons people should learn from history?,1,True
100265,instruction,Are there any worldly problems which you feel the need to help solve?,1,True
100266,instruction,Have you ever traveled outside of your country? Your continent?,1,True
100267,instruction,What have you learned from other cultures of the world?,1,True
100268,instruction,What do you think the world will look like in 10 years?,1,True
100269,instruction,… 50 years?,1,True
100270,instruction,… 100 years?,1,True
100271,heading,Self,1,True
100272,instruction,They say that you are your own hardest critic. Critique yourself. What can you do better?,1,True
100273,instruction,What are your strengths?,1,True
100274,instruction,"Do you have an idea or memory which makes you feel most like yourself? If so, describe it.",1,True
100275,instruction,What do you love about yourself?,1,True
100276,instruction,What major life events have shaped you? Briefly describe them.,1,True
100277,instruction,What is your greatest gift?,1,True
100278,instruction,Are you willing to do what needs to be done?,1,True
100279,heading,Module 5 – Health,1,True
100280,instruction,"We will focus on mental health. Physical and Spiritual health are both important, but I feel it is best for you to find answers to questions you may have about those topics from another source. People from all walks of life can benefit from mental health.",1,True
100281,instruction,"I am going to address three aspects of mental health: achievement, fortitude, and emotional intelligence.",1,True
100282,instruction,"In all three, the lesson is discipline and practice. The goal is not perfection. The goal is active practice.",1,True
100283,instruction,"Bill Burnett describes five mindsets which are imperative to our cause. Curiosity, bias to action, reframing, awareness, and radical collaboration.¹ Mastering these mindsets and living them will lead you to opportunity.",1,True
100284,heading,Sharpening,1,True
100285,instruction,"Achievement is characterized by the things that we can do. Otherwise known as our skills. In previous modules we described our skills, our mastery over them, whether they give or take energy from us, and how captivated we are by them.",1,True
100286,instruction,"Whether it is for our own pleasure, to further our working cause, or to give us a competitive edge, it is crucial to be a student of life, for life. Everybody should always be improving themselves in one way or another.",1,True
100287,instruction,"The post-industrial economy is based on specialization. Pick a transferable skill or a knowledge which sets you apart from others, an expertise. If you do not have one, your duty is to make one of your skills an expertise.",1,True
100288,instruction,"Additional practice, above and beyond what is needed for any of the work that you do is self-improvement for the sake of self-improvement. Sharpen your skills to make you a better candidate than your competition.",1,True
100289,instruction,You will want to start as soon as possible. Today is best; right now is even better.,1,True
100290,instruction,Choose a skill to practice.,1,True
100291,instruction,Dedicate at least 15 minutes of singular focus to improving that skill every single day.,1,True
100292,instruction,Practice the skill every single day. Don't stop.,1,True
100293,instruction,"If you grow tired of practicing this skill, reach a level of mastery, or otherwise, choose another skill and repeat the process. This is the never-ending task of self-betterment.",1,True
100294,heading,Grittiness,1,True
100295,instruction,"Grit describes the mental fortitude to work tirelessly for rewards which are either abstract or far removed, often both.⁶ I am a proponent of working smarter, not harder, but there is no replacement for diligence, perseverance, and drive. You absolutely must take yourself seriously. Even if your profession is in comedy, be a comic, not a joke.",1,True
100296,instruction,"To get this message across, I have decided to share a personal story.",1,True
100297,heading,Take Yourself Seriously,1,True
100298,instruction,"On April 1st, 2016, I woke up at 3 pm. I had slept through two strategy meetings, an interview, training, and was supposed to be getting ready to go out knocking doors for the next 5 hours. I called my campaign director, she was furious, but more, she was sad.",1,True
100299,instruction,"Four months ago she had put her name on the line to bring me in to direct a field canvass that had, until that point, no direction and no hope. Enthusiastic and passionate I left everything else behind to join her. We had been working 60+ hours each week to get going and had finally started to gain some momentum.",1,True
100300,instruction,"Tuesday, March 31st, we went to dinner and then to a local bar to watch some music. Long after my co-worker went home, I was the last patron in the bar, finishing something past my 20th drink, around 4 am. I had promised to be at work by 830. I had told myself before dinner, that I would have two beers, and be at work early, hoping for 8, thinking it would probably be 8:15.",1,True
100301,instruction,"I woke up in severe pain which had become all too common. I couldn't open my eyes. An attempt to stand was met with icy hot needles in my brain; I collapsed. Watching my drool inch across the hardwood, I considered the remedy I had taken for what was becoming countless days prior; I longed for the rye whiskey on my windowsill.",1,True
100302,instruction,"I remembered the promises I had made: to my co-workers, to my employees, to the people who depended on me. I remembered the times I had been sent to the hospital for alcohol poisoning, and all the promises I had made to my Mother. I called Alex, who had done so much for me already, and told her I wasn't going to make it to work that day. No way.",1,True
