id,content_type,content,version,is_active
100023,instruction,"**Knowledges** are the topics you know, generally nouns.<br>*Example: Spanish, chemical engineering, graphic design*",1,True
100024,instruction,"**Self-management skills** describe the way you do your work, generally adjectives/adverbs.<br>*Example: Relentless, innovative, meticulous*",1,True
100025,instruction,"**Transferable skills** are the things you can do, generally verbs.<br>*Example: Teach, paint, repair, negotiate*",1,True
100026,instruction,Knowledge is knowing a second language. Self-Management is how often and diligently you practice. Transferable skill is using your second language to some benefit.,1,True
100027,instruction,"All of these are important. First, we want active verbs describing work you can do.",1,True
100028,note,Browse the Skills Library for ideas and reference examples.,1,True
100029,heading,Exercise 1.1.1: Transferable Skills Inventory,1,True
100030,instruction,"**Purpose:** Identify, document, and rank your transferable skills through professional reflection and story analysis using the SOARED framework.",1,True
100031,heading,Activity 1.1.1a: Professional Talents Audit,1,True
100032,instruction,"Record any talent you have used professionally. Start by listing your professional and educational history, then identify the skills each required.",1,True
100033,instruction,"For each item above, add the tasks and skills you performed. Grade each skill on mastery (a=Novice through e=Master).",1,True
100034,heading,Activity 1.1.1b: Challenge Stories Collection,1,True
100035,instruction,"Think of a time you overcame a challenge (inside or outside of work), a time you soared. Capture one story for each prompt below.",1,True
100036,heading,Activity 1.1.1c: SOARED Story Development,1,True
100037,instruction,Choose the three (3) most impactful stories from above and develop them using the SOARED framework.³,1,True
100038,instruction,**S**ituation – describe the situation<br>**O**bstacle – describe the obstacle/problem you faced<br>**A**ction – describe your action: the step-by-step process you took to address the obstacle<br>**R**esult – describe the result of your actions<br>**E**valuation – your self-evaluation and/or how higher-ups received your actions<br>**D**iscovery – describe what you discovered from the process,1,True
100039,instruction,Story 1,1,True
100040,instruction,Story 2,1,True
100041,instruction,Story 3,1,True
100042,heading,Activity 1.1.1d: Skills Organization & Mastery Rating,1,True
100043,instruction,"Review every transferable skill you used in each of your stories. Organize them from most used to least used, and grade each on mastery.",1,True
100044,instruction,Tag skills from your stories. Use the Skills Library for reference.,1,True
100045,heading,Activity 1.1.1e: Top 10 Skills Ranking,1,True
100046,instruction,"From all the skills you've identified in Activities 1.1.1a-d, select your top 10 by mastery level.",1,True
100047,instruction,Select your top 10 mastered skills.,1,True
100048,instruction,Now rank these 10 skills by importance to you—which do you most want to use in your next role?,1,True
100049,instruction,Rank your items in order of priority.,1,True
100050,heading,Exercise 1.1.2: Self-Management Skills Assessment,1,True
100051,instruction,**Purpose:** Identify your self-management skills (soft skills) using personality assessment and self-reflection.,1,True
100052,instruction,These are often referred to as Soft Skills. You can find lists of common soft skills that random internet people claim will get you any job. Describing ourselves can be difficult. Doing so originally and authentically can be even more challenging.,1,True
100053,heading,Self-Identification Basics,1,True
100054,instruction,"The Enneagram, Myers-Briggs, the Big 5, and the Self-Directed Search are the most commonly used personality tests. Each has its strengths and weaknesses, and they are more alike than they are different.",1,True
100055,instruction,"We will be using an adaptation of Myers-Briggs⁴ as a tool to help us learn about ourselves. It will help you frame your personality in a way which is easier to understand and give you a starting place for finding creative ways to describe yourself. I do not put my full faith into any skills test for many reasons, so remember, this is only a tool.",1,True
100056,instruction,No personality test is perfect. We will use an adaptation of the Myers-Briggs to give you a starting point for your Self-Inventory.,1,True
100057,heading,Activity 1.1.2a: Personality Type Discovery,1,True
100058,instruction,The questionnaire will assign you a four-letter code upon completion. Each letter represents your bias on a set of four scales:,1,True
100059,instruction,- **Extroversion (E) vs. Introversion (I)**<br>- **Sensing (S) vs. Intuition (N)**<br>- **Thinking (T) vs. Feeling (F)**<br>- **Judging (J) vs. Perceiving (P)**,1,True
100060,instruction,"Few people fit their type perfectly. Do not let the results define you. Instead, consider the truths and make a note of the differences.",1,True
100061,instruction,The purpose of this exercise is to illuminate your character traits and to open your mind to possibilities.,1,True
100062,instruction,"While taking the test, it is essential to answer the questions honestly, as they apply to you. There are no wrong answers. Although some of your responses may make you slightly uncomfortable, it is crucial to be as honest as you are able. The more accurate you are, the more this tool can help you.",1,True
100063,instruction,**Take the free assessment at:** www.16personalities.com⁵,1,True
100064,instruction,Enter your four-letter personality code.,1,True
100065,note,"The website where you take the test is a useful resource. Feel free to learn about your type from them, but it is not necessary for this program.",1,True
100066,heading,Activity 1.1.2b: Dichotomy Self-Rating,1,True
100067,instruction,"To be more confident in your type, read through each of these relative dichotomies and mark yourself on each scale:",1,True
100068,instruction,"**Extraverts** are more likely to be energized by company, enjoy being the center of attention, keep a fast pace, and talk more than they listen.<br>**Introverts** are more likely to be energized by alone time, be more private, keep their thoughts to themselves, and listen before speaking.",1,True
100069,instruction,**Sensors** tend to be concerned with certainty and what is realistic. They tend to be more literal and are oriented towards the present situation.<br>**Intuitives** tend to be concerned with innovation and what is possible. They tend to be more figurative and are oriented towards the future.,1,True
100070,instruction,"**Thinkers** are likely to be most concerned with logic, applying impersonal analysis to opportunities and decisions. They can be seen as detached or heartless.<br>**Feelers** are likely to be most concerned with harmony, empathizing with involved parties with tact when making decisions. May be seen as overemotional, valuing all feelings equally.",1,True
100071,instruction,**Judgers** tend to derive the most satisfaction with the completion of a task and manage their time as a finite resource.<br>**Perceivers** prefer to keep their options open and thrive when adapting to new situations. They often view time and deadlines as elastic.,1,True
100072,note,"See your Personality Profile for more information about your type: strengths & weaknesses, common character traits, strategies, descriptive words, and more.",1,True
100073,instruction,"Remember, no test can tell you who you are, but these tools can help you describe your talents and identify your weaknesses.",1,True
100074,heading,Activity 1.1.2c: Soft Skills Identification,1,True
100075,instruction,"In your Personality Profile, you will find Self-Management Skills that generally apply to your personality type.⁶ Review your profile and the Skills Library for a comprehensive list.",1,True
100076,heading,Activity 1.1.2d: Top 10 Soft Skills Ranking,1,True
100077,instruction,Choose your ten favorite soft skills from above and rank them from your first favorite to your tenth.,1,True
100078,instruction,Select your top 10 soft skills.,1,True
100079,instruction,Rank your items in order of priority.,1,True
100080,heading,Activity 1.1.2e: Skills Description with Evidence,1,True
100081,instruction,"Now combine your self-management skills with your transferable skills to create powerful, evidence-backed descriptions.",1,True
100082,instruction,Use your Self-Management Skills to accurately describe your top ten Transferable Skills.,1,True
100083,heading,Exercise 1.1.3: Knowledge Audit,1,True
100084,instruction,**Purpose:** Document all your areas of knowledge and expertise with mastery ratings.,1,True
100085,instruction,"Now dive into what you know. The subject matter, the processes, your interests, everything. It is imperative to include everything you know here (or at least as much as possible).",1,True
100086,instruction,"**Knowledges** are the things you know, generally nouns.<br>*Example: Spanish, chemical engineering, graphic design*",1,True
100087,instruction,"From work. From your education. From your hobbies. From your interests. From any of your groups or clubs. If it comes to mind, write it down.",1,True
100088,instruction,You want to start broad. Take stock of everything first. Then grade them according to Mastery.,1,True
100089,note,Browse the Skills Library for ideas and reference examples.,1,True
100090,heading,Activity 1.1.3a: Professional & Educational Knowledge,1,True
100091,heading,Activity 1.1.3b: Personal Interest Knowledge,1,True
100092,heading,Activity 1.1.3c: Field Exploration,1,True
100093,instruction,"What fields, careers, or industries sound interesting to you? Check your Personality Profile for ideas based on your type.",1,True
100094,heading,Activity 1.1.3d: Mastery Rating,1,True
100095,instruction,Grade each knowledge you've listed on Mastery: Novice (a) through Master (e).,1,True
100096,instruction,Compile your knowledge inventory with mastery ratings.,1,True
100097,heading,Module 1.1 Footnotes,1,True
100098,note,"1. Burnett, Bill, and Dave Evans. *Designing Your Life: How to Build a Well-Lived, Joyful Life.* New York: Alfred A. Knopf, 2016. The four life categories (work, play, love, health) provide the foundational framework for Part 1.",1,True
100099,note,"2. Fine, Sydney A. ""Functional Job Analysis Scales: A Desk Aid."" Milwaukee: Sidney A. Fine Associates, 1989.",1,True
100100,note,"3. SOARED Framework is an original tool created by Braedon Long for this program. SOARED stands for: Situation, Obstacle, Action, Results, Evaluation, Discovery.",1,True
100101,note,"4. Myers-Briggs Type Indicator. Developed by Katharine Cook Briggs and Isabel Briggs Myers, based on Carl Jung's theory of psychological types.",1,True
100102,note,"5. NERIS Analytics Limited. ""16Personalities"" (website). www.16personalities.com. Free personality assessment tool based on Myers-Briggs framework.",1,True
100103,note,"6. Tieger, Paul D., and Barbara Barron-Tieger. *Do What You Are: Discover the Perfect Career for You Through the Secrets of Personality Type.* Boston: Little, Brown and Company, 1992.",1,True
100104,instruction,"**Module 1.1 Complete**<br>Next: Module 1.2 - Work Factors 2 (Environment, People, Compensation)",1,True
100105,heading,Module 1.2: Work Factors 2,1,True
100106,heading,Module Overview,1,True
100107,instruction,"**Focus:** Environment, People & Compensation<br>**Purpose:** Identify your preferred work environment (macro and micro), ideal colleagues and supervisors, and compensation needs<br>**Estimated Time:** 1.5-2 hours<br>**Key Tools:** Ranking Grid, Budget Calculator",1,True
100108,instruction,**Outputs:**,1,True
100109,instruction,- Top 10 ranked locations,1,True
100110,instruction,- Ideal workplace description,1,True
100111,instruction,- Ideal people profile,1,True
100112,instruction,- Complete budget with minimum salary requirements (BATNA),1,True
100113,heading,Environment,1,True
100114,instruction,"**Location, Location, Location**",1,True
100115,instruction,There are two types of location: Macro and Micro.,1,True
100116,instruction,**Macro** – Where in the world do you want to be? Do you want to stay in your town or city? Or would you rather be somewhere else? Are there specific activities you wish to have access to? Do you need to live in a city? Or do you prefer the quiet life of the country?,1,True
100117,instruction,**Micro** – What should your work environment be? Do you need to spend time outside? Is it necessary that you work near a park? Or do you prefer to spend your time indoors? What are your preferred working conditions? Micro-environment might be considered the look and feel of the workplace.,1,True
100118,instruction,"Of course, the more flexible you are, the more opportunities you will find. Also, generally speaking, where there are more people, there are more opportunities. Still, it is essential to know your preferences; you might find your dream job in your dream location. There is only one way to find out.",1,True
100119,instruction,"Do this exercise even if you feel you already know where you want to be. First of all, you might surprise yourself. If not, then you have found more evidence to support what you already thought.",1,True
100120,heading,Exercise 1.2.1: Macro Environment Preferences,1,True
100121,instruction,**Purpose:** Identify and rank your preferred geographic locations for living and working.,1,True
100122,heading,Activity 1.2.1a: Location Desires & Constraints,1,True
100123,heading,Activity 1.2.1b: Past Location Analysis,1,True
100124,instruction,"Struggling for ideas? Even if you are 100% certain, do the following:",1,True
100125,instruction,Add your positive location traits.,1,True
100126,instruction,Rank your location traits by importance.,1,True
100127,heading,Activity 1.2.1c: Location Research (Internet),1,True
100128,instruction,Research. Open your mind to possibilities. Find as many good ideas as possible. Look for places that meet your needs and have as many of your top 5 location traits as possible.,1,True
100129,heading,Activity 1.2.1d: Location Research (Network),1,True
100130,instruction,"Ask around. Family, friends, colleagues, acquaintances—you never know what treasure they hold until you ask.",1,True
100131,heading,Activity 1.2.1e: Top 10 Location Ranking,1,True
100132,instruction,Narrow down your two lists to a single list of 10 possible locations. Rank those ten from most exciting down.,1,True
100133,instruction,Select your top 10 locations.,1,True
100134,instruction,Rank your items in order of priority.,1,True
100135,note,"**If you have a partner:** Both do Activities 1.2.1a & 1.2.1b separately, then discuss your preferred traits. Rank your combined traits using the Ranking Grid. Complete research together and agree upon ten possible locations.",1,True
100136,instruction,Pay special attention to your top 3 locations.,1,True
100137,heading,Exercise 1.2.2: Micro Environment Preferences,1,True
100138,instruction,**Purpose:** Define your ideal workplace environment and conditions.,1,True
100139,instruction,"Now we will focus on the look and feel of the workplace. For each of the following, consider each productive space you have ever had. You may include classrooms, a desk at home, a library, or a cafe. Any space where you get work done is worth studying.",1,True
100140,heading,Activity 1.2.2a: Workplace History Review,1,True
100141,heading,Activity 1.2.2b: Ideal Workplace Description,1,True
100142,instruction,Consider all of the above. Describe your ideal workplace.,1,True
100143,heading,Exercise 1.2.3: People Preferences,1,True
100144,instruction,**Purpose:** Identify the characteristics of people you work well with and for.,1,True
100145,instruction,"For many, we spend more time with the people we work with than the people we live with. For that reason, aim to have a clear idea of whom you work well with, what types of people can help you to be more productive, and what kinds of people are a negative influence on your work and life.",1,True
100146,instruction,"Simply understanding these things does not guarantee that you will love your next co-workers, but it certainly helps to know what you are looking for.",1,True
100147,instruction,"It is also essential to understand the type of people you like to work for. You work for your boss, and you work for your client, customer, pupil, audience, family, organization, etc. You work for the people who depend on you to do your job.",1,True
100148,instruction,"Some people thrive in competitive environments while others need emotional support. Some people need specific direction, and others need to be left to their expertise. Some people work extraordinarily well in groups, and others prefer solitary labor.",1,True
100149,instruction,Reflect on your experiences from Exercise 1.1.1 (Transferable Skills Inventory).,1,True
100150,heading,Activity 1.2.3a: Negative Influence Identification,1,True
100151,heading,Activity 1.2.3b: Positive Influence Identification,1,True
100152,heading,Activity 1.2.3c: Ideal Colleague & Supervisor Profile,1,True
100153,heading,Exercise 1.2.4: Compensation Analysis,1,True
100154,instruction,"**Purpose:** Determine your financial needs, benefit requirements, and establish your BATNA (Best Alternative To a Negotiated Agreement).",1,True
100155,instruction,How much money do you want to make? How much money do you need to make? What are your needs? How much do you plan to save? What bonuses and extras are you seeking from your work?,1,True
100156,heading,Activity 1.2.4a: Salary History,1,True
100157,heading,Activity 1.2.4b: Budget Creation,1,True
100158,instruction,"Create a complete budget. This will calculate your total monthly expenses, annual expenses, and minimum hourly wage.",1,True
100159,instruction,Calculate your budget needs.,1,True
100160,instruction,"Be diligent about your budget, and live within your means. Unless you are giving the loan, debt is not your friend. It is easy to spend money; it is difficult to save money. Wealth is built by saving and investing wisely.",1,True
100161,heading,Activity 1.2.4c: Benefits Assessment,1,True
100162,heading,Activity 1.2.4d: Compensation Structure Evaluation,1,True
100163,instruction,"Describe the benefits and drawbacks of each compensation type, for you.",1,True
100164,heading,Module 1.2 Footnotes,1,True
100165,note,"7. This approach to work-life integration draws from Paula Caligiuri's philosophy in *Get a Life, Not a Job: Do What You Love and Let Your Talents Work for You.* Upper Saddle River, NJ: FT Press, 2010.",1,True
100166,instruction,"**Module 1.2 Complete**<br>Next: Module 1.3 - Priorities, Ecstasy & Flow",1,True
100167,heading,"Module 1.3: Priorities, Ecstasy & Flow",1,True
100168,heading,Module Overview,1,True
100169,instruction,"**Focus:** Prioritizing work factors and understanding your peak performance states<br>**Purpose:** Rank your work factors by importance and identify activities that create flow states (high engagement + high energy)<br>**Estimated Time:** 1 hour initial + ongoing daily tracking<br>**Key Tools:** Ranking Grid, Flow Tracker<br>**Ongoing Practice:** Daily flow tracking continues through Part 3",1,True
100170,instruction,**Outputs:**,1,True
100171,instruction,- Prioritized work factors (1-5 ranking),1,True
100172,instruction,- Flow patterns identification,1,True
100173,instruction,"- List of high-engagement, high-energy activities",1,True
100174,heading,Exercise 1.3.1: Work Factor Prioritization,1,True
100175,instruction,**Purpose:** Establish your personal hierarchy of work factors to guide career decisions.,1,True
100176,instruction,Consider your work factors from Modules 1.1 and 1.2.,1,True
100177,instruction,"When considering employment, what is most important to you?",1,True
100178,instruction,**The Five Work Factors:**,1,True
100179,instruction,"- **Compensation** – how much money you earn, benefits, and bonus structure",1,True
100180,instruction,- **Environment** – where in the world you live and the make-up of your office,1,True
100181,instruction,- **Skills** – being able to use the skills you have or learn new skills,1,True
100182,instruction,- **Knowledges** – being able to excel in your field of interest or expertise,1,True
100183,instruction,- **People** – getting along with the people you work with and for,1,True
100184,heading,Activity 1.3.1a: Five-Factor Ranking,1,True
100185,instruction,Rank your work factors from most important (1) to least important (5):,1,True
100186,instruction,"Rank: Compensation, Environment, Skills, Knowledges, People",1,True
100187,heading,Exercise 1.3.2: Flow State Mapping,1,True
100188,instruction,**Purpose:** Identify activities and conditions that produce your optimal performance state.,1,True
100189,instruction,"You have documented all of your work factors and have thought about what is most important to you. Now, recall the time when you were the most present. For this step, you will reflect upon your past experiences to get a sense of how they affected you and your fundamental motivation. We're talking about the studied and admired sensation of flow.",1,True
100190,instruction,"Human beings are hardwired to experience flow. During states of flow, people are upwards of 500% more effective or productive doing their work.⁸ In short, the body achieves this by turning off the prefrontal cortex, effectively allowing the brain to remove criticism and doubt, exist deeply in the present moment, make more lateral connections between new and old information, and innovate upon those newly created ideas seamlessly.",1,True
100191,instruction,"Everyone experiences flow from time to time; the most brilliant among us learn to use it to their advantage. You can increase your chances of flow by practicing mindful paced breathing. Practice breathing evenly and in rhythm (try in for 5, out for 5). Your heart is the generator of your body, and everything adapts around it. Steady breath will help your heart beat more regularly, which will entrain the rest of your body to the same rhythm.",1,True
100192,instruction,"Flow is often achieved when someone is pushed to their extreme limits after preparation. These are times when all of our skills and expertise are called upon, we shut out everything except the task at hand, and we execute on a very high level. Symptoms of flow include time distortion, being oblivious to anything other than the task, euphoria, extreme productivity, creative ease, and a sense of singular focus.",1,True
100193,heading,Understanding the Flow Tracking System⁹,1,True
100194,instruction,Separate flow into **focus** and **energy** for the purpose of tracking during this activity.,1,True
100195,instruction,- Think of **focus** as being the scale between boring and captivating.,1,True
100196,instruction,- Think of **energy** as being the scale between draining and energizing.,1,True
100197,instruction,"**When you are fully engaged and completely energized by a task, you are experiencing flow.**",1,True
100198,instruction,"**Example:** Stacy is a journalist who reported a huge corruption case. While doing the background research was a bit draining, she remembers being extremely focused. Then one day everything came together and she knew it was big. She can't quite say how she connected the dots—the memory is a bit blurry—but everything lined up for her as if she already knew all the answers; that was flow.",1,True
100199,heading,Activity 1.3.2a: Memorable Past Flow Analysis,1,True
100200,instruction,Draw from your experiences documented in Module 1.1.,1,True
100201,instruction,"The most significant events, when you experienced flow, deserve more attention.",1,True
100202,instruction,Rate your memorable past events for energy and focus.,1,True
100203,heading,Activity 1.3.2b: Recent Past Flow Tracking,1,True
100204,instruction,"Recall the past 3-10 days. (The more you track, the stronger the tool will be.)",1,True
100205,instruction,Record significant activities from the past 3-10 days.,1,True
100206,heading,Activity 1.3.2c: Present Flow Tracking (Ongoing),1,True
100207,instruction,**Repeat this process at the end of each day. Continue until Part 3 is complete.**,1,True
100208,instruction,Track today's significant activities.,1,True
100209,heading,Module 1.3 Footnotes,1,True
100210,note,"8. Csikszentmihalyi, Mihaly. *Flow: The Psychology of Optimal Experience.* New York: Harper & Row, 1990.",1,True
100211,note,"9. Flow Tracking Methodology is an original tool created by Braedon Long for this program, adapted from Csikszentmihalyi's flow theory.",1,True
100212,instruction,**Module 1.3 Complete**<br>Next: Module 1.4 - Love,1,True
100213,heading,Module 1.4: Love,1,True
100214,heading,Module Overview,1,True
100215,instruction,"**Focus:** Relationships, meaning, and what you care about<br>**Purpose:** Reflect on family, community, world, and self to understand what drives you and shapes your values<br>**Estimated Time:** 1-1.5 hours<br>**Privacy Note:** Answers in this module are encrypted; only you can access them",1,True
100216,instruction,**Outputs:**,1,True
100217,instruction,- Family impact summary,1,True
100218,instruction,- Community profile,1,True
100219,instruction,- World values statement,1,True
100220,instruction,- Self-understanding summary,1,True
100221,heading,Introduction,1,True
100222,instruction,The focus of this module is love. All people have a sense of what love is. You might be more comfortable considering the things and people you care about.,1,True
100223,instruction,"Love can be a tricky topic to talk about. Love manifests in each person's life in a different way. You might have intensely positive, intensely negative, or completely neutral experiences in each of the categories below. The purpose of this activity is not to dictate right from wrong, but to reflect and understand.",1,True
100224,instruction,"Many programs focus on the idea of passion. Passion is simply one of the many paths into flow. Passion is also pretty ambiguous; only about 1 in 4 people know their passion. For our purposes, we will focus on what we love and care about as a window into what might bring us the most fulfillment in the future.",1,True
100225,note,**There are no wrong answers here—these questions are for you and you only.** Your answers in this module are encrypted so that only you can access them.,1,True
100226,instruction,"**Answer every question.** The process works if you work it. This section is no less important than any other section. Seriously reflect on each of these, and record vivid details. Consider telling your stories using the SOARED framework so that you don't miss any important details.",1,True
100227,heading,Exercise 1.4.1: Family Reflection,1,True
100228,instruction,**Purpose:** Understand how family relationships have shaped who you are and what you need.,1,True
100229,heading,Activity 1.4.1a: Childhood Stories,1,True
100230,heading,Activity 1.4.1b: Family Relationships Impact,1,True
100231,heading,Activity 1.4.1c: Caregiving Considerations,1,True
100232,heading,Activity 1.4.1d: Family Inspiration & Lessons,1,True
100233,heading,Exercise 1.4.2: Community Connection,1,True
100234,instruction,**Purpose:** Identify the groups you belong to and understand their importance to you.,1,True
100235,heading,Activity 1.4.2a: Group Identification,1,True
100236,heading,Activity 1.4.2b: Community Involvement Analysis,1,True
100237,heading,Activity 1.4.2c: Community Goals,1,True
100238,heading,Exercise 1.4.3: World Perspective,1,True
100239,instruction,**Purpose:** Explore your views on global issues and your place in the broader world.,1,True
100240,heading,Activity 1.4.3a: Global Issues Identification,1,True
100241,heading,Activity 1.4.3b: Historical Lessons,1,True
100242,heading,Activity 1.4.3c: Cultural Learning,1,True
100243,heading,Activity 1.4.3d: Future Visioning,1,True
100244,heading,Exercise 1.4.4: Self-Understanding,1,True
100245,instruction,**Purpose:** Develop deeper self-awareness through honest reflection.,1,True
100246,heading,Activity 1.4.4a: Self-Critique,1,True
100247,heading,Activity 1.4.4b: Strengths Recognition,1,True
100248,heading,Activity 1.4.4c: Core Identity,1,True
100249,heading,Activity 1.4.4d: Major Life Events,1,True
100250,heading,Activity 1.4.4e: Greatest Gift & Commitment,1,True
100251,heading,Module 1.4 Footnotes,1,True
100252,note,"10. Seligman, Martin E.P. *Flourish: A Visionary New Understanding of Happiness and Well-being.* New York: Free Press, 2011.",1,True
100253,instruction,**Module 1.4 Complete**<br>Next: Module 1.5 - Health,1,True
100254,heading,Module 1.5: Health,1,True
100255,heading,Module Overview,1,True
100256,instruction,"**Focus:** Mental health, discipline, and daily practice<br>**Purpose:** Develop mental fortitude through skill sharpening, grit development, mindfulness, and routine establishment<br>**Estimated Time:** 1.5 hours initial + ongoing daily practices<br>**Key Tools:** Routine Tracker",1,True
100257,instruction,**Ongoing Practices:**,1,True
100258,instruction,- Daily skill sharpening (15+ minutes),1,True
100259,instruction,- Daily mindfulness (5-20 minutes),1,True
100260,instruction,- Daily routine tracking,1,True
100261,instruction,**Outputs:**,1,True
100262,instruction,- Skill sharpening commitment,1,True
100263,instruction,- Accountability plan,1,True
100264,instruction,- Mindfulness routine,1,True
100265,instruction,- Daily routine schedule,1,True
100266,heading,Introduction,1,True
100267,instruction,"We will focus on mental health. Physical and spiritual health are both important, but it is best for you to find answers to questions you may have about those topics from another source. People from all walks of life can benefit from mental health practices.",1,True
100268,instruction,"I am going to address three aspects of mental health: **achievement**, **fortitude**, and **emotional intelligence**.",1,True
100269,instruction,"In all three, the lesson is discipline and practice. The goal is not perfection. The goal is active practice.",1,True
100270,instruction,"Bill Burnett describes five mindsets which are imperative to our cause: **curiosity, bias to action, reframing, awareness, and radical collaboration**.¹ Mastering these mindsets and living them will lead you to opportunity.",1,True
100271,heading,Exercise 1.5.1: Skill Sharpening Practice,1,True
100272,instruction,**Purpose:** Commit to daily improvement of a skill that sets you apart.,1,True
100273,instruction,"Achievement is characterized by the things that we can do—otherwise known as our skills. In previous modules, we described our skills, our mastery over them, whether they give or take energy from us, and how captivated we are by them.",1,True
100274,instruction,"Whether it is for our own pleasure, to further our working cause, or to give us a competitive edge, it is crucial to be a student of life, for life. Everybody should always be improving themselves in one way or another.",1,True
100275,instruction,"The post-industrial economy is based on specialization. Pick a transferable skill or a knowledge which sets you apart from others—an expertise. If you do not have one, it is your duty to make one of your skills an expertise.",1,True
100276,instruction,**You will want to start as soon as possible. Today is best; right now is even better.**,1,True
100277,heading,Activity 1.5.1a: Skill Selection,1,True
100278,instruction,Use your top skills from Exercise 1.1.1e and flow activities from Exercise 1.3.2.,1,True
100279,heading,Activity 1.5.1b: Daily Practice Commitment (Ongoing),1,True
100280,instruction,Dedicate at least 15 minutes of singular focus to improving that skill every single day. Practice the skill every single day. Don't stop.,1,True
100281,instruction,"If you grow tired of practicing this skill, reach a level of mastery, or otherwise need a change, choose another skill and repeat the process. This is the never-ending task of self-betterment.",1,True
100282,heading,Exercise 1.5.2: Grit Development,1,True
100283,instruction,**Purpose:** Develop mental fortitude and personal accountability.,1,True
100284,instruction,"Grit describes the mental fortitude to work tirelessly for rewards which are either abstract or far removed, often both.¹¹ I am a proponent of working smarter, not harder, but there is no replacement for diligence, perseverance, and drive. You absolutely must take yourself seriously.",1,True
100285,heading,Take Yourself Seriously,1,True
100286,instruction,"On April 1st, 2016, I woke up at 3 pm. I had slept through two strategy meetings, an interview, training, and was supposed to be getting ready to go out knocking doors for the next 5 hours. I called my campaign director; she was furious, but more, she was sad.",1,True
100287,instruction,"Four months ago she had put her name on the line to bring me in to direct a field canvass that had, until that point, no direction and no hope. Enthusiastic and passionate, I left everything else behind to join her. We had been working 60+ hours each week to get going and had finally started to gain some momentum.",1,True
100288,instruction,"Tuesday, March 31st, we went to dinner and then to a local bar to watch some music. Long after my co-worker went home, I was the last patron in the bar, finishing something past my 20th drink, around 4 am. I had promised to be at work by 8:30.",1,True
100289,instruction,I woke up in severe pain which had become all too common. I couldn't open my eyes. An attempt to stand was met with icy hot needles in my brain; I collapsed.,1,True
100290,instruction,"I remembered the promises I had made: to my co-workers, to my employees, to the people who depended on me. I remembered the times I had been sent to the hospital for alcohol poisoning, and all the promises I had made to my Mother. I called my boss and told her I wasn't going to make it to work that day.",1,True
100291,instruction,"That is when I realized that nothing I said mattered. Every promise I had made, I was breaking it. Here I was, doing what I wanted to do, and throwing it all away.",1,True
